1,4.884137821188656
2,6.850498993235937
3,8.335942045138363
4,9.571944767491312
5,10.648171231874999
6,11.610609086382285
7,12.48657913950807
8,13.293884149895876
9,14.044891475143968
10,14.748607060071446
11,15.411830874671265
12,16.03984691531073
13,16.636858268674793
14,17.206273703103523
15,17.750903385644985
16,18.273096642566628
17,18.774841453687937
18,19.257837921755815
19,19.723553582914356
20,20.173265759999996
21,20.608094486071533
22,21.029028443924844
23,21.436945651245864
24,21.832630136508573
25,22.21678551636328
26,22.59004615041105
27,22.952986381633096
28,23.306128249330133
29,23.649947972296744
30,23.984881433712204
31,24.311328849432407
32,24.62965876353575
33,24.940211485953576
34,25.24330206454599
35,25.539222866440387
36,25.828245829641936
37,26.110624434977648
38,26.386595439692897
39,26.65638040699348
40,26.920187060142887
41,27.178210485101616
42,27.43063420191333
43,27.677631121932347
44,27.91936440541653
45,28.155988231874996
46,28.387648493779572
47,28.614483422757175
48,28.83662415612546
49,29.054195250574594
50,29.267315148899687
51,29.476096604924336
52,29.680647071103586
53,29.881069052736013
54,30.077460432234858
55,30.269914766494423
56,30.45852156003105
57,30.643366516267676
58,30.824531769062613
59,31.002096096348108
60,31.176135117539964
61,31.34672147619988
62,31.513925009275194
63,31.677812904102208
64,31.83844984423725
65,31.995898145072193
66,32.15021788009553
67,32.30146699857597
68,32.44970143536987
69,32.594975213487686
70,32.73734053999437
71,32.87684789576579
72,33.01354611957563
73,33.14748248694417
74,33.278702784142666
75,33.407251377711816
76,33.53317127982272
77,33.65650420977971
78,33.77729065194031
79,33.89556991030385
80,34.011380159999995
81,34.12475849588991
82,34.23574097847521
83,34.34436267729504
84,34.450657711977065
85,34.55465929109562
86,34.656399748978494
87,34.75591058059319
88,34.85322247463369
89,34.94836534492001
90,35.04136836021433
91,35.13225997255041
92,35.221067944165725
93,35.307819373119884
94,35.39254071767651
95,35.47525781952097
96,35.55599592588114
97,35.634779710613856
98,35.71163329431556
99,35.786580263511794
100,35.85964368897656
101,35.93084614322934
102,36.000209717254364
103,36.06775603648414
104,36.13350627608611
105,36.19748117558957
106,36.259701052887216
107,36.32018581764344
108,36.37895498414018
109,36.436027683588705
110,36.4914226759341
111,36.545158361178224
112,36.59725279024427
113,36.64772367540598
114,36.696588400302375
115,36.74386402955799
116,36.78956731802747
117,36.83371471968237
118,36.87632239615669
119,36.91740622496736
120,36.95698180742441
121,36.99506447624521
122,37.03166930288598
123,37.06681110460347
124,37.10050445125881
125,37.132763671875
126,37.16360286095857
127,37.193035884596206
128,37.2210763863355
129,37.2477377928595
130,37.27303331946367
131,37.296975975343514
132,37.319578568701154
133,37.340853711677724
134,37.3608138251197
135,37.379471143184965
136,37.39683771779599
137,37.41292542294573
138,37.427745958862424
139,37.44131085603872
140,37.45363147913077
141,37.46471903073203
142,37.474584555026965
143,37.48323894132909
144,37.49069292750788
145,37.49695710330878
146,37.50204191357038
147,37.50595766134255
148,37.50871451090931
149,37.51032249071984
150,37.51079149623143
151,37.5101312926668
152,37.5083515176898
153,37.505461684001794
154,37.50147118186193
155,37.496389281533745
156,37.49022513566097
157,37.48298778157487
158,37.474686143535564
159,37.465329034909544
160,37.45492516028578
161,37.44348311753232
162,37.431011399795445
163,37.41751839744354
164,37.403012399957234
165,37.38750159776777
166,37.3709940840454
167,37.35349785643929
168,37.33502081877065
169,37.31557078268054
170,37.29515546923386
171,37.27378251048107
172,37.251459450978686
173,37.22819374927018
174,37.20399277932831
175,37.178863831960335
176,37.15281411617707
177,37.12585076052689
178,37.09798081439613
179,37.06921124927636
180,37.039548960000005
181,37.009000765945096
182,36.97757341221018
183,36.94527357075996
184,36.91210784154316
185,36.87808275358279
186,36.84320476604016
187,36.80748026925288
188,36.77091558574835
189,36.7335169712326
190,36.69529061555583
191,36.656242643655126
192,36.61637911647492
193,36.57570603186586
194,36.534229325462974
195,36.49195487154316
196,36.44888848386317
197,36.40503591647836
198,36.360402864542536
199,36.314994965089944
200,36.26881779779938
201,36.221876885741246
202,36.17417769610787
203,36.125725640927506
204,36.07652607776268
205,36.02658431039298
