112,3659.725279,,,,
113,3664.772368,,,,
114,3669.65884,,,,
115,3674.386403,,,,
116,3678.956732,,,,
117,3683.371472,,,,
118,3687.63224,,,,
119,3691.740622,,,,
120,3695.698181,,,,
121,3699.506448,,,,
122,3703.16693,,,,
123,3706.68111,,,,
124,3710.050445,,,,
125,3713.276367,,,,
126,3716.360286,,,,
127,3719.303588,,,,
128,3722.107639,,,,
129,3724.773779,,,,
130,3727.303332,,,,
131,3729.697598,,,,
132,3731.957857,,,,
133,3734.085371,,,,
134,3736.081383,,,,
135,3737.947114,,,,
136,3739.683772,,,,
137,3741.292542,,,,
138,3742.774596,,,,
139,3744.131086,,,,
140,3745.363148,,,,
141,3746.471903,,,,
142,3747.458456,,,,
143,3748.323894,,,,
144,3749.069293,,,,
145,3749.69571,,,,
146,3750.204191,,,,
147,3750.595766,,,,
148,3750.871451,,,,
149,3751.032249,,,,
150,3751.07915,,,,
151,3751.013129,,,,
152,3750.835152,,,,
153,3750.546168,,,,
154,3750.147118,,,,
155,3749.638928,,,,
156,3749.022514,,,,
157,3748.298778,,,,
158,3747.468614,,,,
159,3746.532903,,,,
160,3745.492516,,,,
161,3744.348312,,,,
162,3743.10114,,,,
163,3741.75184,,,,
164,3740.30124,,,,
165,3738.75016,,,,
166,3737.099408,,,,
167,3735.349786,,,,
168,3733.502082,,,,
169,3731.557078,,,,
170,3729.515547,,,,
171,3727.378251,,,,
172,3725.145945,,,,
173,3722.819375,,,,
174,3720.399278,,,,
175,3717.886383,,,,
176,3715.281412,,,,
177,3712.585076,,,,
178,3709.798081,,,,
179,3706.921125,,,,
180,3703.954896,,,,
181,3700.900077,,,,
182,3697.757341,,,,
183,3694.527357,,,,
184,3691.210784,,,,
185,3687.808275,,,,
186,3684.320477,,,,
187,3680.748027,,,,
188,3677.091559,,,,
189,3673.351697,,,,
190,3669.529062,,,,
191,3665.624264,,,,
192,3661.637912,,,,
193,3657.570603,,,,
194,3653.422933,,,,
195,3649.195487,,,,
196,3644.888848,,,,
197,3640.503592,,,,
198,3636.040286,,,,
199,3631.499497,,,,
200,3626.88178,,,,
201,3622.187689,,,,
202,3617.41777,,,,
203,3612.572564,,,,
204,3607.652608,,,,
205,3602.658431,,,,
206,3597.590559,,,,
207,3592.449511,,,,
208,3587.235803,,,,
209,3581.949943,,,,
210,3576.592436,,,,
211,3571.163782,,,,
212,3565.664475,,,,
213,3560.095004,,,,
214,3554.455855,,,,
215,3548.747508,,,,
216,3542.970437,,,,
217,3537.125114,,,,
218,3531.212005,,,,
219,3525.23157,,,,
220,3519.184268,,,,
221,3513.07055,,,,
222,3506.890865,,,,
223,3500.645656,,,,
224,3494.335363,,,,
225,3487.960421,,,,
226,3481.52126,,,,
227,3475.018308,,,,
228,3468.451986,,,,
229,3461.822714,,,,
230,3455.130906,,,,
231,3448.376972,,,,
232,3441.561318,,,,
233,3434.684346,,,,
234,3427.746456,,,,
235,3420.748041,,,,
236,3413.689493,,,,
237,3406.571199,,,,
238,3399.39354,,,,
239,3392.156898,,,,
240,3384.861648,,,,
241,3377.508161,,,,
242,3370.096806,,,,
243,3362.627948,,,,
244,3355.101948,,,,
245,3347.519163,,,,
246,3339.879949,,,,
247,3332.184655,,,,
248,3324.433628,,,,
249,3316.627213,,,,
250,3308.76575,,,,
251,3300.849576,,,,
252,3292.879023,,,,
253,3284.854424,,,,
254,3276.776104,,,,
255,3268.644387,,,,
256,3260.459595,,,,
257,3252.222043,,,,
258,3243.932046,,,,
259,3235.589916,,,,
260,3227.195959,,,,
261,3218.75048,,,,
262,3210.253781,,,,
263,3201.70616,,,,
264,3193.107913,,,,
265,3184.459331,,,,
266,3175.760705,,,,
267,3167.012319,,,,
268,3158.214458,,,,
269,3149.367402,,,,
270,3140.471428,,,,
271,3131.526811,,,,
272,3122.533822,,,,
273,3113.492729,,,,
274,3104.4038,,,,
275,3095.267295,,,,
276,3086.083477,,,,
277,3076.852601,,,,
278,3067.574923,,,,
279,3058.250693,,,,
280,3048.880162,,,,
281,3039.463575,,,,
282,3030.001176,,,,
283,3020.493205,,,,
284,3010.9399,,,,
285,3001.341498,,,,
286,2991.698229,,,,
287,2982.010326,,,,
288,2972.278014,,,,
289,2962.501519,,,,
290,2952.681063,,,,
291,2942.816865,,,,
292,2932.909142,,,,
293,2922.958109,,,,
294,2912.963978,,,,
295,2902.926958,,,,
296,2892.847255,,,,
297,2882.725074,,,,
298,2872.560616,,,,
299,2862.354081,,,,
300,2852.105666,,,,
301,2841.815565,,,,
302,2831.483969,,,,
303,2821.111068,,,,
304,2810.697049,,,,
305,2800.242096,,,,
306,2789.746392,,,,
307,2779.210116,,,,
308,2768.633445,,,,
309,2758.016555,,,,
310,2747.359618,,,,
311,2736.662803,,,,
312,2725.92628,,,,
313,2715.150213,,,,
314,2704.334766,,,,
315,2693.480099,,,,
316,2682.58637,,,,
317,2671.653737,,,,
318,2660.682353,,,,
319,2649.67237,,,,
320,2638.623936,,,,
321,2627.5372,,,,
322,2616.412305,,,,
323,2605.249395,,,,
324,2594.04861,,,,
325,2582.810088,,,,
326,2571.533964,,,,
327,2560.220374,,,,
328,2548.869447,,,,
329,2537.481313,,,,
330,2526.0561,,,,
331,2514.593932,,,,
332,2503.094931,,,,
333,2491.55922,,,,
334,2479.986915,,,,
335,2468.378133,,,,
336,2456.732988,,,,
337,2445.051593,,,,
338,2433.334056,,,,
339,2421.580486,,,,
340,2409.790988,,,,
341,2397.965665,,,,
342,2386.10462,,,,
343,2374.20795,,,,
344,2362.275754,,,,
345,2350.308127,,,,
346,2338.30516,,,,
347,2326.266946,,,,
348,2314.193573,,,,
349,2302.085128,,,,
350,2289.941695,,,,
351,2277.763358,,,,
352,2265.550197,,,,
353,2253.30229,,,,
354,2241.019714,,,,
355,2228.702544,,,,
356,2216.350852,,,,
357,2203.964709,,,,
358,2191.544183,,,,
359,2179.08934,,,,
360,2166.600246,,,,
361,2154.076962,,,,
362,2141.519549,,,,
363,2128.928066,,,,
364,2116.302569,,,,
365,2103.643113,,,,
366,2090.94975,,,,
367,2078.222531,,,,
368,2065.461505,,,,
369,2052.666718,,,,
370,2039.838215,,,,
371,2026.976039,,,,
372,2014.080231,,,,
373,2001.15083,,,,
374,1988.187873,,,,
375,1975.191394,,,,
376,1962.161428,,,,
377,1949.098004,,,,
378,1936.001154,,,,
379,1922.870903,,,,
380,1909.707279,,,,
381,1896.510303,,,,
382,1883.279998,,,,
383,1870.016384,,,,
384,1856.719479,,,,
385,1843.389298,,,,
386,1830.025856,,,,
387,1816.629166,,,,
388,1803.199237,,,,
389,1789.736078,,,,
390,1776.239696,,,,
391,1762.710095,,,,
392,1749.147279,,,,
393,1735.551249,,,,
394,1721.922003,,,,
395,1708.25954,,,,
396,1694.563855,,,,
397,1680.834941,,,,
398,1667.07279,,,,
399,1653.277393,,,,
400,1639.448738,,,,
401,1625.58681,,,,
402,1611.691595,,,,
403,1597.763075,,,,
404,1583.801232,,,,
405,1569.806043,,,,
406,1555.777487,,,,
407,1541.715539,,,,
408,1527.620172,,,,
409,1513.491359,,,,
410,1499.329069,,,,
411,1485.133271,,,,
412,1470.903931,,,,
413,1456.641014,,,,
414,1442.344482,,,,
415,1428.014297,,,,
416,1413.650418,,,,
417,1399.252802,,,,
418,1384.821406,,,,
419,1370.356183,,,,
420,1355.857085,,,,
421,1341.324063,,,,
422,1326.757065,,,,
423,1312.156038,,,,
424,1297.520928,,,,
425,1282.851677,,,,
426,1268.148228,,,,
427,1253.41052,,,,
428,1238.638491,,,,
429,1223.832077,,,,
430,1208.991213,,,,
431,1194.115833,,,,
432,1179.205866,,,,
433,1164.261242,,,,
434,1149.28189,,,,
435,1134.267734,,,,
436,1119.218699,,,,
437,1104.134707,,,,
438,1089.015679,,,,
439,1073.861534,,,,
440,1058.672189,,,,
441,1043.44756,,,,
442,1028.187559,,,,
443,1012.892101,,,,
444,997.5610932,,,,
445,982.1944461,,,,
446,966.7920661,,,,
447,951.3538583,,,,
448,935.8797263,,,,
449,920.3695717,,,,
450,904.8232947,,,,
451,889.2407935,,,,
452,873.6219648,,,,
453,857.9667035,,,,
454,842.2749029,,,,
455,826.5464545,,,,
456,810.7812481,,,,
457,794.9791719,,,,
458,779.1401123,,,,
459,763.2639542,,,,
460,747.3505805,,,,
461,731.3998728,,,,
462,715.4117105,,,,
463,699.3859719,,,,
464,683.3225333,,,,
465,667.2212692,,,,
466,651.0820527,,,,
467,634.9047551,,,,
468,618.689246,,,,
469,602.4353934,,,,
470,586.1430635,,,,
471,569.812121,,,,
472,553.4424288,,,,
473,537.0338481,,,,
474,520.5862387,,,,
475,504.0994583,,,,
476,487.5733634,,,,
477,471.0078086,,,,
478,454.4026467,,,,
479,437.7577291,,,,
480,421.0729055,,,,
481,404.3480238,,,,
482,387.5829304,,,,
483,370.7774699,,,,
484,353.9314854,,,,
485,337.0448183,,,,
486,320.1173082,,,,
487,303.1487934,,,,
488,286.1391101,,,,
489,269.0880933,,,,
490,251.9955761,,,,
491,234.8613899,,,,
492,217.6853646,,,,
493,200.4673285,,,,
494,183.2071082,,,,
495,165.9045286,,,,
496,148.559413,,,,
497,131.1715831,,,,
498,113.740859,,,,
499,96.267059,,,,
500,78.75,,,,
